FOODID;FOODNAME;FOODTYPE;PROCESS;EDPORT;IGCLASS;IGCLASSP;FUCLASS;FUCLASSP
11198;RYPÄLESOKERI, GLUKOOSI;FOOD;IND;100;SUGARSYR;SUGARTOT;SUGADD;SUGARTOT
11203;HUNAJAMELONI, KUORITTU;FOOD;RAW;100;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
11210;KSYLITOLIPASTILLI, C-VITAMINOITU;FOOD;IND;100;SWEET;SUGARTOT;SWEET;SUGARTOT
11211;JUUSTO, FETAJUUSTO, RASVAA 25 %, VUOHENMAITO, SUOLALIEMESSÄ;FOOD;IND;100;CHEEUNHI;MILKTOT;CHEESUNC;MILKDTOT
11212;AURINGONKUKANSIEMEN, KUORITTU;FOOD;DRIE;100;NUTSEED;LEGUTOT;SNACKVEG;SNACKTOT
11287;KASVIRASVALEVITE 28 %, MINI LÄTTA;FOOD;IND;100;VEGFATLO;FATTOT;VEGFATLO;FATTOT
11469;HEDELMÄSOSE, TEOLLINEN LASTENRUOKA, TUOTEKESKIARVO;DISH;IND;100;DISH;NONINGR;BABFRUB;BABYFTOT
11470;MARJASOSE, TEOLLINEN LASTENRUOKA, TUOTEKESKIARVO;DISH;IND;100;DISH;NONINGR;BABFRUB;BABYFTOT
11471;PORKKANA-PERUNASOSE, TEOLLINEN LASTENRUOKA, TUOTEKESKIARVO;DISH;IND;100;DISH;NONINGR;BABVEGE;BABYFTOT
11472;NAUDANLIHA-KASVISSOSE, TEOLLINEN LASTENRUOKA, TUOTEKESKIARVO;DISH;IND;100;DISH;NONINGR;BABMEATD;BABYFTOT
11473;PORSAANLIHA-KASVISSOSE, TEOLLINEN LASTENRUOKA, TUOTEKESKIARVO;DISH;IND;100;DISH;NONINGR;BABMEATD;BABYFTOT
11474;KANA-KASVISSOSE KESKIARVO, TEOLLINEN LASTENRUOKA, TUOTEKESKIARVO;DISH;IND;100;DISH;NONINGR;BABMEATD;BABYFTOT
11475;KALA-KASVISSOSE, TEOLLINEN LASTENRUOKA, TUOTEKESKIARVO;DISH;IND;100;DISH;NONINGR;BABFISHD;BABYFTOT
11476;JAUHELIHAA JA SPAGETTIA, TEOLLINEN LASTENRUOKA, TUOTEKESKIARVO;DISH;IND;100;DISH;NONINGR;BABMEATD;BABYFTOT
11503;TÄYSMEHU, RYPÄLETÄYSMEHU;FOOD;MASH;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
11505;BANAANILASTU, KUIVATTU BANAANI;FOOD;DRIE;100;FRUITOTH;FRUITTOT;SNACKVEG;SNACKTOT
11507;RIISITÄRKKELYS;FOOD;IND;100;STARCH;CERTOT;INGRMISC;MISCTOT
11508;SIANLIHA, KEITETTY, SUOLATON;DISH;BOIL;100;DISH;NONINGR;MSTEAK;MEATDTOT
11511;PERUNA, KUORITTU, KEITETTY, SUOLATON;DISH;BOIL;100;DISH;NONINGR;POTACOOK;POTATOT
11512;SIANKYLJYS;FOOD;RAW;100;PORK;MEATTOT;MSTEAK;MEATDTOT
11513;PORSAANFILEE, SISÄFILEE, RASVAA 4,5 %;FOOD;RAW;100;PORK;MEATTOT;MSTEAK;MEATDTOT
11514;PERUNASOSE, VESI, KOTITEKOINEN LASTENRUOKA, SUOLATON;DISH;MASH;100;DISH;NONINGR;BABVEGE;BABYFTOT
11515;PERUNASOSE, MAITO, KOTITEKOINEN LASTENRUOKA, SUOLATON;DISH;MASH;100;DISH;NONINGR;BABVEGE;BABYFTOT
11516;PERUNA-PORKKANASOSE, VESI, KOTITEKOINEN LASTENRUOKA, SUOLATON;DISH;MASH;100;DISH;NONINGR;BABVEGE;BABYFTOT
11517;NAUDANLIHA-PERUNASOSE, KOTITEKOINEN LASTENRUOKA, SUOLATON;DISH;MASH;100;DISH;NONINGR;BABMEATD;BABYFTOT
11518;PORSAANLIHA-PERUNASOSE, KOTITEKOINEN LASTENRUOKA, SUOLATON;DISH;MASH;100;DISH;NONINGR;BABMEATD;BABYFTOT
11519;KALA-KASVISSOSE, KOTITEKOINEN LASTENRUOKA, SUOLATON;DISH;MASH;100;DISH;NONINGR;BABFISHD;BABYFTOT
11520;KANA-KASVISSOSE, KOTITEKOINEN LASTENRUOKA, SUOLATON;DISH;MASH;100;DISH;NONINGR;BABMEATD;BABYFTOT
11521;RIISI PITKÄJYVÄINEN, PUUROUTUMATON;FOOD;RAW;100;RICE;CERTOT;RICEADD;CEBAKTOT
11522;RUIS-RIISISEOS, RIISI JA RUISROUHE;FOOD;RAW;100;CEROTH;CERTOT;RICEADD;CEBAKTOT
11523;SALAATTI, PUNAJUURISALAATTI, MAJONEESIKASTIKE;DISH;MIX;100;DISH;NONINGR;SALADMAY;SALADTOT
11550;TUOREJUUSTO, RASVAA 30 %, MAUSTETTU, VL;FOOD;IND;100;CHEEUNHI;MILKTOT;CHEESUNC;MILKDTOT
11551;KALKKUNAN RINTAFILEE;FOOD;RAW;100;POULTRY;MEATTOT;POULTRY;MEATDTOT
11553;HEDELMÄHILLO, KESKIARVO;FOOD;CANN;100;JAM;SUGARTOT;JAM;SUGARTOT
11557;TÄYSMEHU, SITRUUNATÄYSMEHU, LAIMENTAMATON;FOOD;MASH;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
11558;TÄYSMEHU, APPELSIINITÄYSMEHU, KALSIUMIA;FOOD;IND;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
11562;JAUHELIHA, NAUDAN, RASVAA 17 %;FOOD;RAW;100;BEEF;MEATTOT;MSTEAK;MEATDTOT
11563;BROILERI, KOIPI-REISI, NAHKOINEEN, RAAKA;FOOD;RAW;100;POULTRY;MEATTOT;POULTRY;MEATDTOT
11564;BROILERI, RINTALEIKE, NAHKOINEEN;FOOD;RAW;100;POULTRY;MEATTOT;POULTRY;MEATDTOT
11565;BROILERI, RINTAFILEE, NAHATON, SUIKALE, LEIKE;FOOD;RAW;100;POULTRY;MEATTOT;POULTRY;MEATDTOT
11568;(ARC) RASVASEOS 60%, D-VITAMIINIA 10 UG;FOOD;IND;100;BUTTHIGH;FATTOT;BUTTEHIG;FATTOT
11571;TUOREJUUSTO, RASVAA 11 %, MAUSTAMATON;FOOD;IND;100;CHEEUNLO;MILKTOT;CHEESUNC;MILKDTOT
11572;(ARC) MAITO, RASVATON, LISÄTTY KALSIUMIA, D-VITAMIINIA 0,5 UG;FOOD;IND;100;MILKFF;MILKTOT;MILKFF;MILKDTOT
11580;PÄHKINÄVÄLIPALA, MAKEA, PATUKKA/LEVY;FOOD;IND;100;NUTSEED;LEGUTOT;SNACKVEG;SNACKTOT
11581;(ARC) SOIJAVÄLIPALA, HAPATETTU, MAUSTETTU, RASVAA 1 %, VITAMINOITU;FOOD;IND;100;SOYAPROD;LEGUTOT;YOGHURT;MILKDTOT
11587;MARJAJUOMA, RUUSUNMARJA, PRO VIVA, KAURAA JA PROBIOOTTEJA;FOOD;IND;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
11589;PIPARJUURI;FOOD;RAW;100;ROOT;VEGTOT;VEGFRESH;VEGDITOT
11680;PERUNA, KUORITTU, SUURTALOUSTUOTE, SUOJAKAASUPAKATTU;FOOD;RAW;100;POTATO;POTATOT;POTACOOK;POTATOT
11685;PAISTOÖLJY, PALMUÖLJY 50 %, PALMUYDINÖLJY 25 %, RYPSIÖLJY 25 %;FOOD;IND;100;FATCOOK;FATTOT;FATCOOK;FATTOT
11687;RIISIJUOMA, MAUSTAMATON;FOOD;IND;100;CEROTLIQ;CERTOT;VEGJUICE;VEGDITOT
11689;PARSA, RAAKA, PUHDISTETTU;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
11690;MAJONEESI, VÄHÄRASVAINEN, RASVAA 15 %;FOOD;MIX;100;SALADDRE;FATTOT;SALADDRE;FATTOT
11691;MÄTI, KESKIARVO, SUOLATTU;FOOD;SALT;100;FISHPROD;FISHTOT;FISHPROD;FISHDTOT
11694;JOGURTTI, MAUSTETTU HILLOLLA, RASVAA 2 %, VL;FOOD;IND;100;YOGHURHI;MILKTOT;YOGHURT;MILKDTOT
11695;RYPSIÖLJY, KYLMÄPURISTETTU;FOOD;IND;100;OIL;FATTOT;OIL;FATTOT
11700;SOIJAPROTEIINI KONSENTRAATTI, 58 % PROTEIINIA;FOOD;IND;100;SOYAPROD;LEGUTOT;INGRMISC;MISCTOT
11701;PALMUYDINÖLJY;FOOD;IND;100;OIL;FATTOT;OIL;FATTOT
11723;JOGURTTI, MAUSTETTU, RASVAA 3 %;FOOD;IND;100;YOGHURHI;MILKTOT;YOGHURT;MILKDTOT
11725;VIILI, MAUSTETTU, RASVAA 2 %;FOOD;IND;100;MILKCURL;MILKTOT;MILKCURL;MILKDTOT
11726;VIILI, MAUSTETTU, RASVAA 1 %, VL;FOOD;IND;100;MILKCURL;MILKTOT;MILKCURL;MILKDTOT
11727;JOGURTTI, MAUSTETTU, RASVAA 2,5 %;FOOD;IND;100;YOGHURHI;MILKTOT;YOGHURT;MILKDTOT
11730;SEKALEIPÄ, GRAHAMSÄMPYLÄ, VESI;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
11733;VAALEA LEIPÄ, VEHNÄSÄMPYLÄ, VESI;DISH;BAK;100;DISH;NONINGR;BRWHITE;CEBAKTOT
11734;SIITAKESIENI;FOOD;RAW;100;MUSHRO;VEGTOT;MUSHRDI;VEGDITOT
11735;OSTERIVINOKAS;FOOD;RAW;100;MUSHRO;VEGTOT;MUSHRDI;VEGDITOT
11736;JOGURTTI, MAUSTAMATON, RASVAA 1,5 %;FOOD;IND;100;YOGHURHI;MILKTOT;YOGHURT;MILKDTOT
11739;KASVIRASVALEVITE 35 %, BECEL PRO-ACTIV;FOOD;IND;100;VEGFATLO;FATTOT;VEGFATLO;FATTOT
28905;JAUHO, TÄYSJYVÄVEHNÄJAUHO;FOOD;RAW;100;WHEAT;CERTOT;FLOUR;CEBAKTOT
28908;OHRASUURIMO, KEITETTY, SUOLAA;DISH;BOIL;100;DISH;NONINGR;RICEADD;CEBAKTOT
28909;MAKARONI, RUISMAKARONI;FOOD;RAW;100;WHEAT;CERTOT;PASTAADD;CEBAKTOT
28910;RIISI TUMMA;FOOD;RAW;100;RICE;CERTOT;RICEADD;CEBAKTOT
28911;RIISI, TUMMA, KEITETTY, SUOLAA;DISH;BOIL;100;DISH;NONINGR;RICEADD;CEBAKTOT
28912;MAKARONI, RUISMAKARONI, KEITETTY, SUOLAA;DISH;BOIL;100;DISH;NONINGR;PASTAADD;CEBAKTOT
28913;PERUNA, PUNNITTU KUORINEEN;FOOD;RAW;85;POTATO;POTATOT;POTACOOK;POTATOT
28914;PERUNA, KUORINEEN, KEITETTY, SUOLAA;DISH;BOIL;100;DISH;NONINGR;POTACOOK;POTATOT
28915;MELONI, VERKKO/CANTALOUPEMELONI, PUNNITTU KUORINEEN;FOOD;RAW;50;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
28916;OMENA, KESKIARVO, PUNNITTU KUORINEEN;FOOD;RAW;87;APPLE;FRUITTOT;FRUFRESH;FRUDITOT
28917;PÄÄRYNÄ, PUNNITTU KUORINEEN;FOOD;RAW;88;APPLE;FRUITTOT;FRUFRESH;FRUDITOT
28918;LUUMU, TUMMA, PUNNITTU KIVINEEN;FOOD;RAW;92;APPLE;FRUITTOT;FRUFRESH;FRUDITOT
28919;LUUMU, TUMMA, KUIVATTU, PUNNITTU KIVINEEN;FOOD;DRIE;83;APPLE;FRUITTOT;SNACKVEG;SNACKTOT
28920;KIRSIKKA, PUNNITTU KIVINEEN;FOOD;RAW;91;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
28921;APRIKOOSI, KESKIARVO, PUNNITTU KIVINEEN;FOOD;RAW;94;APPLE;FRUITTOT;FRUFRESH;FRUDITOT
28922;PERSIKKA/NEKTARIINI, KESKIARVO, PUNNITTU KIVINEEN;FOOD;RAW;87;APPLE;FRUITTOT;FRUFRESH;FRUDITOT
28923;ANANAS, TUORE, PUNNITTU KUORINEEN;FOOD;RAW;53;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
28924;APPELSIINI, PUNNITTU KUORINEEN;FOOD;RAW;72;CITRUS;FRUITTOT;FRUFRESH;FRUDITOT
28925;SITRUUNA, KESKIARVO, PUNNITTU KUORINEEN;FOOD;RAW;65;CITRUS;FRUITTOT;FRUFRESH;FRUDITOT
28926;GREIPPI, KESKIARVO, PUNNITTU KUORINEEN;FOOD;RAW;65;CITRUS;FRUITTOT;FRUFRESH;FRUDITOT
28927;MAKKARA, KASVISMAKKARA, SOIJAPITOINEN;FOOD;IND;100;SOYAPROD;LEGUTOT;LEGUPROD;LEGUTOT
28928;VIININLEHTI, SÄILÖTTY SUOLALIEMEEN;FOOD;CANN;100;VEGCANN;VEGTOT;VEGCANN;VEGDITOT
28929;JAUHELIHA, LAMPAAN, RASVAA 14 %;FOOD;RAW;100;LAMM;MEATTOT;MSTEAK;MEATDTOT
28930;JAUHELIHA, BROILERIN;FOOD;RAW;100;POULTRY;MEATTOT;POULTRY;MEATDTOT
28931;VESIMELONI, PUNNITTU KUORINEEN;FOOD;RAW;55;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
28932;VIINIRYPÄLE, KESKIARVO, PUNNITTU KIVINEEN, VIHREÄ/TUMMA;FOOD;RAW;95;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
28933;AVOKADO, PUNNITTU KUORINEEN JA KIVINEEN;FOOD;RAW;71;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
28934;BANAANI, PUNNITTU KUORINEEN;FOOD;RAW;67;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
28935;MANDARIINI, KESKIARVO, PUNNITTU KUORINEEN;FOOD;RAW;80;CITRUS;FRUITTOT;FRUFRESH;FRUDITOT
28936;VIIKUNA, KUIVATTU, PUNNITTU KANTOINEEN;FOOD;DRIE;97;FRUITOTH;FRUITTOT;SNACKVEG;SNACKTOT
28937;TAATELI, KUIVATTU, PUNNITTU KIVINEEN;FOOD;DRIE;87;FRUITOTH;FRUITTOT;SNACKVEG;SNACKTOT
28938;OLIIVI, KESKIARVO, KIVETÖN, ÖLJYSSÄ, VIHREÄ/MUSTA;FOOD;CANN;100;FRUITOTH;FRUITTOT;VEGCANN;VEGDITOT
28939;KIIVI, PUNNITTU KUORINEEN;FOOD;RAW;92;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
28941;OMENA, KOTIMAINEN, KUORINEEN;FOOD;RAW;87;APPLE;FRUITTOT;FRUFRESH;FRUDITOT
28942;OMENA, ULKOMAINEN, KUORINEEN;FOOD;RAW;87;APPLE;FRUITTOT;FRUFRESH;FRUDITOT
28943;MAISSINTÄHKÄ, KOKONAINEN, KEITETTY, EI SUOLAA;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
28944;HUNAJAMELONI, PUNNITTU KUORINEEN;FOOD;RAW;50;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
28945;JAUHELIHA, KALKKUNAN, RASVAA 5-6 %;FOOD;RAW;100;POULTRY;MEATTOT;POULTRY;MEATDTOT
28946;JAUHELIHA, SIAN, RASVAA 16 %;FOOD;RAW;100;PORK;MEATTOT;MSTEAK;MEATDTOT
28947;PEKONI, FILEE, RASVAA 18 %;FOOD;SMOK;100;PORK;MEATTOT;MSTEAK;MEATDTOT
28948;PORKKANA-RIISIPIIRAKKA, SEKAKUORI, TEOLLINEN;DISH;BAK;100;DISH;NONINGR;BAKSALT;CEBAKTOT
28949;KARJALANPIIRAKKA, VEHNÄKUORI;DISH;BAK;100;DISH;NONINGR;BAKSALT;CEBAKTOT
28950;PERUNARUUSU, DUCHESSE;DISH;BAK;100;DISH;NONINGR;POTADISH;POTATOT
28951;PERUNAKROKETTI, UPPOPAISTETTU;DISH;FRIE;100;DISH;NONINGR;POTADISH;POTATOT
28952;UUNIPERUNA, ILMAN TÄYTETTÄ KUORINEEN, EI RASVAA, EI SUOLAA;DISH;BAK;100;DISH;NONINGR;POTACOOK;POTATOT
28953;PERUNA, UUSI, KEITETTY, SUOLAA;DISH;BOIL;100;DISH;NONINGR;POTACOOK;POTATOT
28954;PERUNA, UUSI, KEITETTY, SUOLATON;DISH;BOIL;100;DISH;NONINGR;POTACOOK;POTATOT
28955;PERUNA, KUORINEEN, KEITETTY, SUOLATON;DISH;BOIL;100;DISH;NONINGR;POTACOOK;POTATOT
28956;PERUNALAATIKKO, IMELLETTY, KEVYTMAITO;DISH;BAK;100;DISH;NONINGR;POTADISH;POTATOT
28957;PERUNAMOUSSAKA, SIKA-NAUTA, KEVYTMAITO;DISH;BAK;100;DISH;NONINGR;MEATDISH;MEATDTOT
28958;MAISSI, MAISSINTÄHKÄ, GRILLATTU;DISH;GRIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
28959;VIININLEHTIKÄÄRYLE, RIISITÄYTE;DISH;BOIL;100;DISH;NONINGR;VEGDISH;VEGDITOT
28961;SOIJA-KASVISKASTIKE, TOMAATTINEN, SOIJAROUHE, SUURUSTAMATON;DISH;BOIL;100;DISH;NONINGR;LEGUSAUC;LEGUTOT
28962;MAISSINTÄHKÄ, KOKONAINEN;FOOD;RAW;60;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
28963;PERUNA-KASVISPATA;DISH;BOIL;100;DISH;NONINGR;VEGDISH;VEGDITOT
28966;KIKHERNEPYÖRYKKÄ, FALAFEL, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;LEGUDISH;LEGUTOT
28967;SALAATTI, AURINKOSALAATTI, MAJONEESIKASTIKE;DISH;MIX;100;DISH;NONINGR;SALADMAY;SALADTOT
28968;SALAATTI, WALDORFIN SALAATTI, JUURISELLERI-OMENA, MAJONEESIKASTIKE;DISH;MIX;100;DISH;NONINGR;SALADMAY;SALADTOT
28969;NUUDELI, KEITETTY, SUOLATON;DISH;BOIL;100;DISH;NONINGR;PASTAADD;CEBAKTOT
28970;RIISIPUURO, VESI, RIISI, SUOLAA;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
28971;DONITSI, SUKLAAKUORRUTUS;DISH;MIX;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
28973;DONITSI, SITRUUNAKUORRUTUS;DISH;MIX;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
28974;PULLA, KESKIRASVAINEN, VESI;DISH;BAK;100;DISH;NONINGR;BUN;CEBAKTOT
28975;PANNUKAKKU, VESI;DISH;BAK;100;DISH;NONINGR;PANCAKE;CEBAKTOT
28976;RAPARPERI-KAURAHIUTALEPAISTOS;DISH;BAK;100;DISH;NONINGR;FRUBDISH;FRUDITOT
28977;MARENKI;DISH;BAK;100;DISH;NONINGR;SWEET;SUGARTOT
28978;PERUNALAATIKKO, BROILERI-PERUNALAATIKKO, RUOANVALMISTUSKERMA;DISH;BAK;100;DISH;NONINGR;POULTDIS;MEATDTOT
28979;PERUNALAATIKKO, BROILERI-PERUNALAATIKKO, KASVIRASVAKERMA;DISH;BAK;100;DISH;NONINGR;POULTDIS;MEATDTOT
28980;PYTTIPANNU, BROILERIPYTTIPANNU, EI KANANMUNAA;DISH;FRIE;100;DISH;NONINGR;POULTDIS;MEATDTOT
28981;BROILERIMUREKE;DISH;BAK;100;DISH;NONINGR;POULTDIS;MEATDTOT
28982;MAKARONILAATIKKO, LIHA-MAKARONILAATIKKO, SIKA-NAUTA, LIHALIEMI;DISH;BAK;100;DISH;NONINGR;MEATDISH;MEATDTOT
28983;RIIMILIHA;DISH;MIX;100;DISH;NONINGR;MSTEAK;MEATDTOT
28984;TARTARPIHVI;DISH;MIX;100;DISH;NONINGR;MSTEAK;MEATDTOT
28985;MÄTIKASTIKE, RANSKANKERMA;DISH;MIX;100;DISH;NONINGR;FISHSAUC;FISHDTOT
28986;RAPU, KEITETTY;DISH;BOIL;100;DISH;NONINGR;SEAFOOD;FISHDTOT
28987;HUMMERI, KEITETTY;DISH;BOIL;100;DISH;NONINGR;SEAFOOD;FISHDTOT
28988;SIMPUKKAKASTIKE, MAITOPOHJAINEN;DISH;BOIL;100;DISH;NONINGR;SEAFSAUC;FISHDTOT
28989;GRAAVILOHI, LOHICARPACCIO, SITRUUNAA JA ÖLJYÄ;DISH;MIX;100;DISH;NONINGR;FISHPROD;FISHDTOT
28990;VALKOSIPULIETANA;DISH;BAK;100;DISH;NONINGR;SEAFDISH;FISHDTOT
28991;KAHVI, CAFE AU LAIT, MAKEUTTAMATON, TÄYSMAITO;FOOD;MIX;100;COFFEE;BEVTOT;COFFEE;BEVTOT
28992;MAITO, TÄYSMAITO, KEITETTY;DISH;BOIL;100;DISH;NONINGR;MILKHF;MILKDTOT
28993;KAHVI, CAFFE LATTE, MAKEUTTAMATON, TÄYSMAITO;FOOD;MIX;100;COFFEE;BEVTOT;COFFEE;BEVTOT
28994;PULLA, KESKIRASVAINEN, VESI, ÖLJY;DISH;BAK;100;DISH;NONINGR;BUN;CEBAKTOT
28996;PULLA, KESKIRASVAINEN, KEVYTMAITO, ÖLJY;DISH;BAK;100;DISH;NONINGR;BUN;CEBAKTOT
28998;PULLA, KESKIRASVAINEN, VESI, VOI;DISH;BAK;100;DISH;NONINGR;BUN;CEBAKTOT
29000;PULLA, KESKIRASVAINEN, KEVYTMAITO, VOI;DISH;BAK;100;DISH;NONINGR;BUN;CEBAKTOT
29002;SEKALEIPÄ, SÄMPYLÄ, VESI, ÖLJY, SÄMPYLÄJAUHO;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
29003;SEKALEIPÄ, SÄMPYLÄ, RASVATON MAITO, ÖLJY, SÄMPYLÄJAUHO;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
29005;SEKALEIPÄ, SÄMPYLÄ, VESI, VOI, SÄMPYLÄJAUHO;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
29006;SEKALEIPÄ, SÄMPYLÄ, KEVYTMAITO, VOI, SÄMPYLÄJAUHO;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
29007;SEKALEIPÄ, SÄMPYLÄ, TILAMAITO, VOI, SÄMPYLÄJAUHO;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
29008;KASVISLIEMIKUUTIO;FOOD;IND;100;INGRMIS;INGRTOT;INGRMISC;MISCTOT
29009;KANALIEMIKUUTIO, SISÄLTÄÄ VEHNÄÄ;FOOD;IND;100;INGRMIS;INGRTOT;INGRMISC;MISCTOT
29010;KALALIEMIKUUTIO;FOOD;IND;100;INGRMIS;INGRTOT;INGRMISC;MISCTOT
29011;AHVENET FOLIOSSA, VOISSA;DISH;BAK;100;DISH;NONINGR;FISH;FISHDTOT
29012;PUNAJUURI-RIISILAATIKKO, KEVYTMAITO;DISH;BAK;100;DISH;NONINGR;VEGDISH;VEGDITOT
29013;SIMPUKKAKEITTO, KUOHUKERMA;DISH;BOIL;100;DISH;NONINGR;SEAFSOUP;FISHDTOT
29014;KOOKOSMAITO, KOOKOSJUOMA;FOOD;CANN;100;LEGULIQ;LEGUTOT;VEGJUICE;VEGDITOT
29015;PIRTELÖ, MARJA-JOGURTTIJUOMA, JÄÄTELÖÄ;DISH;MIX;100;DISH;NONINGR;MILKPUDD;MILKDTOT
29016;PIRTELÖ, HEDELMÄ-JOGURTTIJUOMA, JÄÄTELÖÄ;DISH;MIX;100;DISH;NONINGR;MILKPUDD;MILKDTOT
29017;JUUSTOFONDUE;DISH;BOIL;100;DISH;NONINGR;CHEESCUR;MILKDTOT
29018;JAUHELIHAPIHVI, BROILERI;DISH;FRIE;100;DISH;NONINGR;POULTDIS;MEATDTOT
29019;JAUHELIHAPIHVI, LAMPAANLIHA, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;MEATDISH;MEATDTOT
29020;JAUHELIHAPIHVI, SIANLIHA, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;MEATDISH;MEATDTOT
29021;JAUHELIHAPIHVI, KALKKUNA, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;POULTDIS;MEATDTOT
29022;PAPU, VIHREÄ PAPU, KEITETTY;DISH;BOIL;100;DISH;NONINGR;LEGUMES;LEGUTOT
29023;ATERIASALAATTI, PASTA-MÄTI-KATKARAPUSALAATTI, AVOKADOA, ÖLJYKASTIKE;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
29024;KALAKEITTO, KOOKOSMAITO, KALA-KOOKOSMAITOKEITTO;DISH;BOIL;100;DISH;NONINGR;FISHSOUP;FISHDTOT
29025;SIENI-OHRAKEITTO;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
29026;KASVISLIEMI, LAIMENNETTU;DISH;BOIL;100;DISH;NONINGR;SAVSAUCE;MISCTOT
29027;KURKKUKEITTO, KYLMÄ;DISH;MIX;100;DISH;NONINGR;VEGSOUP;VEGDITOT
29028;MUNAKOISONYYTTI, JUUSTO- JA TOMAATTITÄYTE;DISH;BAK;100;DISH;NONINGR;VEGDISH;VEGDITOT
29029;RISOTTO, AVOKADO-PESTORISOTTO;DISH;BOIL;100;DISH;NONINGR;VEGDISH;VEGDITOT
29030;KASVISKEITTO, KASVIS-KOOKOSMAITOKEITTO;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
29031;NUUDELIKEITTO, KASVIKSIA;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
29032;KASVISGRATIINI, KERMAINEN;DISH;BAK;100;DISH;NONINGR;VEGDISH;VEGDITOT
29033;JUUSTO-KASVISKEITTO;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
29034;KASVISSOSEKEITTO, HERNE-PORKKANA-MAISSI, KASVIRASVAKERMA;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
29035;HERNESOSEKEITTO, VESI, VALKOVIINI;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
29036;JUURESSOSEKEITTO, KASVIRASVAKERMA;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
29037;JUURESSOSEKEITTO, VESI;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
29038;PASTA-VIHANNESKEITTO, VESI;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
29039;KATKARAPU-PORKKANAKEITTO, KASVIRASVAKERMA;DISH;BOIL;100;DISH;NONINGR;FISHSOUP;FISHDTOT
29040;OSTERIKEITTO, KUOHUKERMA;DISH;BOIL;100;DISH;NONINGR;SEAFSOUP;FISHDTOT
29041;ATERIASALAATTI, TONNIKALASALAATTI, KASVIKSET, EI KASTIKETTA;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
29042;PERUNALAATIKKO, KINKKU-PERUNALAATIKKO, KASVIRASVAKERMA;DISH;BAK;100;DISH;NONINGR;MEATDISH;MEATDTOT
29043;PERUNALAATIKKO, JANSSONINKIUSAUS, KASVIRASVAKERMA;DISH;BAK;100;DISH;NONINGR;FISHDISH;FISHDTOT
29044;MAITOKASTIKE, VALKOKASTIKE, KEVYTMAITO, RASVA-JAUHOSUURUS, VOI;DISH;BOIL;100;DISH;NONINGR;MILKSAUC;MILKDTOT
29045;MAITOKASTIKE, VALKOKASTIKE, KEVYTMAITO, RASVA-JAUHOSUURUS, ÖLJY;DISH;BOIL;100;DISH;NONINGR;MILKSAUC;MILKDTOT
29046;RUSKEA KASTIKE, RASVA-JAUHOSUURUS, VOI;DISH;BOIL;100;DISH;NONINGR;SAVSAUCE;MISCTOT
